n_iterations,initial_n_cnf,initial_n_literal,avg_n_cnf,avg_n_literal,avg_n_ratio,mode_n_cnf,mode_n_literal,mode_n_ratio,median_n_cnf,median_n_literal,median_n_ratio,ratio_of_avgs,ratio_of_modes,ratio_of_medians,solve_time,result,id,heuristic,human_difficulty,avg_human_solve_time,n_knowns
1,12012,26268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7999289035797119,True,moderate_1609_16.txt,DLCS,moderate,960,24
1,12012,26268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8518970012664795,True,moderate_1609_16.txt,DLIS,moderate,960,24
1,12012,26268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8161685466766357,True,moderate_1609_16.txt,JEROSLOW_WANG,moderate,960,24
1,12012,26268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8024368286132812,True,moderate_1609_16.txt,JEROSLOW_WANG_TWO_SIDED,moderate,960,24
1,12012,26268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9072785377502441,True,moderate_1609_16.txt,DLIS_negated,moderate,960,24
1,12014,26270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8195526599884033,True,moderate_1908_16.txt,DLIS,moderate,960,26
1,12014,26270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8268795013427734,True,moderate_1908_16.txt,DLIS_negated,moderate,960,26
1,12014,26270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8158154487609863,True,moderate_1908_16.txt,JEROSLOW_WANG_TWO_SIDED,moderate,960,26
1,12014,26270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8012354373931885,True,moderate_1908_16.txt,DLCS,moderate,960,26
1,12014,26270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8831784725189209,True,moderate_1908_16.txt,RANDOM,moderate,960,26
1,12014,26270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8397817611694336,True,moderate_1908_16.txt,JEROSLOW_WANG,moderate,960,26
51,12014,26270,430.46666666666664,177.0,2.410038227784835,384.0,148.0,2.757425742574257,421.5,177.0,2.381288304392237,2.432015065913371,2.5945945945945947,2.3813559322033897,1.0164833068847656,True,moderate_2208_13.txt,JEROSLOW_WANG_TWO_SIDED,moderate,780,26
2,12014,26270,586.0,206.0,2.8446601941747574,586.0,206.0,2.8446601941747574,586.0,206.0,2.8446601941747574,2.8446601941747574,2.8446601941747574,2.8446601941747574,0.900564432144165,True,moderate_2208_13.txt,RANDOM,moderate,780,26
20,12014,26270,445.72727272727275,166.36363636363637,2.5688006578873175,64.0,192.0,2.0,521.0,196.0,2.6581632653061225,2.6792349726775955,0.3333333333333333,2.6581632653061225,1.1205503940582275,True,moderate_2208_13.txt,DLCS,moderate,780,26
42,12014,26270,447.6923076923077,181.0,2.456846231985688,384.0,156.0,2.757425742574257,439.5,181.0,2.428113553113553,2.473438164045899,2.4615384615384617,2.4281767955801103,1.0692453384399414,True,moderate_2208_13.txt,DLIS,moderate,780,26
51,12014,26270,430.46666666666664,177.0,2.410038227784835,384.0,148.0,2.757425742574257,421.5,177.0,2.381288304392237,2.432015065913371,2.5945945945945947,2.3813559322033897,0.9664101600646973,True,moderate_2208_13.txt,JEROSLOW_WANG,moderate,780,26
10,12014,26270,392.5,143.33333333333334,2.5210175907653585,64.0,32.0,2.0,551.0,201.0,2.7412128712871286,2.738372093023256,2.0,2.7412935323383083,0.9644725322723389,True,moderate_2208_13.txt,DLIS_negated,moderate,780,26
1,12015,26271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9753282070159912,True,moderate_2508_13.txt,JEROSLOW_WANG_TWO_SIDED,moderate,780,27
1,12015,26271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8152341842651367,True,moderate_2508_13.txt,DLIS_negated,moderate,780,27
1,12015,26271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.029080867767334,True,moderate_2508_13.txt,JEROSLOW_WANG,moderate,780,27
1,12015,26271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9439399242401123,True,moderate_2508_13.txt,DLCS,moderate,780,27
1,12015,26271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.910761833190918,True,moderate_2508_13.txt,RANDOM,moderate,780,27
1,12015,26271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0034372806549072,True,moderate_2508_13.txt,DLIS,moderate,780,27
1,12015,26271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8349342346191406,True,moderate_2608_14.txt,RANDOM,moderate,840,27
1,12015,26271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8468091487884521,True,moderate_2608_14.txt,DLCS,moderate,840,27
1,12015,26271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496239185333252,True,moderate_2608_14.txt,DLIS,moderate,840,27
1,12015,26271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8824529647827148,True,moderate_2608_14.txt,JEROSLOW_WANG,moderate,840,27
1,12015,26271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9334871768951416,True,moderate_2608_14.txt,JEROSLOW_WANG_TWO_SIDED,moderate,840,27
1,12015,26271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8933889865875244,True,moderate_2608_14.txt,DLIS_negated,moderate,840,27
1,12012,26268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8429505825042725,True,moderate_2908_17.txt,JEROSLOW_WANG,moderate,1020,24
1,12012,26268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8430380821228027,True,moderate_2908_17.txt,RANDOM,moderate,1020,24
1,12012,26268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8230204582214355,True,moderate_2908_17.txt,DLCS,moderate,1020,24
1,12012,26268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8296940326690674,True,moderate_2908_17.txt,DLIS,moderate,1020,24
1,12012,26268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9248061180114746,True,moderate_2908_17.txt,JEROSLOW_WANG_TWO_SIDED,moderate,1020,24
1,12012,26268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8276076316833496,True,moderate_2908_17.txt,DLIS_negated,moderate,1020,24
1145,12015,26271,703.6881533101046,269.3867595818815,2.5824841416610447,576.0,256.0,2.437007874015748,675.0,266.0,2.531166626243027,2.6121853739296896,2.25,2.537593984962406,11.921229600906372,True,tough_0309_20.txt,JEROSLOW_WANG_TWO_SIDED,tough,1200,27
1145,12015,26271,703.6881533101046,269.3867595818815,2.5824841416610447,576.0,256.0,2.437007874015748,675.0,266.0,2.531166626243027,2.6121853739296896,2.25,2.537593984962406,12.288219451904297,True,tough_0309_20.txt,JEROSLOW_WANG,tough,1200,27
591,12015,26271,715.2094594594595,266.8783783783784,2.637248312752427,496.0,256.0,2.3739837398373984,681.5,263.0,2.589393237610005,2.6799078434351107,1.9375,2.591254752851711,7.775254487991333,True,tough_0309_20.txt,DLIS_negated,tough,1200,27
15,12015,26271,1040.5,325.0,3.1921689796105666,1345.0,320.0,3.2314814814814814,1004.0,319.0,3.1472877358490567,3.2015384615384614,4.203125,3.147335423197492,1.266697645187378,True,tough_0309_20.txt,DLCS,tough,1200,27
11,12015,26271,1228.142857142857,355.42857142857144,3.4507232376255974,1345.0,370.0,3.577956989247312,1174.0,346.0,3.393063583815029,3.455385852090032,3.635135135135135,3.393063583815029,0.9887800216674805,True,tough_0309_20.txt,RANDOM,tough,1200,27
481,12015,26271,691.8247011952192,267.0597609561753,2.5468501817652895,536.0,230.0,2.5037037037037035,640.0,260.0,2.4705882352941178,2.5905239288697937,2.3304347826086955,2.4615384615384617,6.8451197147369385,True,tough_0309_20.txt,DLIS,tough,1200,27
24,12015,26271,450.3333333333333,175.0,2.568601224039606,453.0,164.0,2.6868131868131866,447.5,175.0,2.557046760710554,2.5733333333333333,2.7621951219512195,2.557142857142857,0.9411680698394775,True,tough_1009_19.txt,DLIS_negated,tough,1140,27
32,12015,26271,399.4782608695652,164.0,2.421077054185345,384.0,142.0,2.6868131868131866,393.0,164.0,2.3963414634146343,2.4358430540827145,2.704225352112676,2.3963414634146343,0.8881142139434814,True,tough_1009_19.txt,JEROSLOW_WANG_TWO_SIDED,tough,1140,27
32,12015,26271,399.4782608695652,164.0,2.421077054185345,384.0,142.0,2.6868131868131866,393.0,164.0,2.3963414634146343,2.4358430540827145,2.704225352112676,2.3963414634146343,0.8612475395202637,True,tough_1009_19.txt,JEROSLOW_WANG,tough,1140,27
26,12015,26271,445.2307692307692,174.0,2.5533526968342803,384.0,162.0,2.6868131868131866,442.0,174.0,2.5402298850574714,2.5587975243147656,2.3703703703703702,2.5402298850574714,0.9571139812469482,True,tough_1009_19.txt,DLCS,tough,1140,27
8,12015,26271,492.4,182.0,2.7047361928702047,481.0,178.0,2.672222222222222,491.0,182.0,2.697802197802198,2.705494505494505,2.702247191011236,2.697802197802198,0.9429159164428711,True,tough_1009_19.txt,RANDOM,tough,1140,27
36,12015,26271,399.4782608695652,164.0,2.421077054185345,384.0,142.0,2.6868131868131866,393.0,164.0,2.3963414634146343,2.4358430540827145,2.704225352112676,2.3963414634146343,0.9342989921569824,True,tough_1009_19.txt,DLIS,tough,1140,27
63,12012,26268,922.2727272727273,291.030303030303,3.142035273711615,1031.0,288.0,2.78125,937.0,294.0,3.1366666666666667,3.168992086630571,3.579861111111111,3.187074829931973,1.493328332901001,True,tough_1709_27.txt,RANDOM,tough,1620,24
213,12012,26268,614.2336448598131,228.69158878504672,2.6044601380241166,448.0,242.0,2.32,548.0,220.0,2.5045454545454544,2.685860237024929,1.8512396694214877,2.4909090909090907,2.4694180488586426,True,tough_1709_27.txt,DLCS,tough,1620,24
754,12012,26268,651.1784776902887,252.74540682414698,2.5290259832424242,496.0,232.0,2.4,606.0,246.0,2.4592592592592593,2.576420619755753,2.1379310344827585,2.4634146341463414,9.320890426635742,True,tough_1709_27.txt,DLIS,tough,1620,24
713,12012,26268,635.9861111111111,244.93333333333334,2.5457830736283573,480.0,232.0,2.2222222222222223,591.5,238.0,2.4727880906460946,2.5965682271819994,2.0689655172413794,2.485294117647059,6.285253524780273,True,tough_1709_27.txt,JEROSLOW_WANG,tough,1620,24
713,12012,26268,635.9861111111111,244.93333333333334,2.5457830736283573,480.0,232.0,2.2222222222222223,591.5,238.0,2.4727880906460946,2.5965682271819994,2.0689655172413794,2.485294117647059,6.401226043701172,True,tough_1709_27.txt,JEROSLOW_WANG_TWO_SIDED,tough,1620,24
135,12012,26268,625.6617647058823,230.85294117647058,2.6227122468846282,448.0,192.0,2.2857142857142856,533.5,215.0,2.49995904995905,2.710217862148044,2.3333333333333335,2.4813953488372094,2.1845040321350098,True,tough_1709_27.txt,DLIS_negated,tough,1620,24
3,12014,26270,754.0,257.0,2.9338057170542635,760.0,256.0,2.945736434108527,754.0,257.0,2.9338057170542635,2.933852140077821,2.96875,2.933852140077821,0.9782848358154297,True,tough_2008_26.txt,RANDOM,tough,1560,26
8,12014,26270,739.0,255.0,2.897723761773601,760.0,256.0,2.945736434108527,739.0,255.0,2.897976131889764,2.8980392156862744,2.96875,2.8980392156862744,1.0348551273345947,True,tough_2008_26.txt,DLCS,tough,1560,26
66,12014,26270,568.9714285714285,224.0,2.520442249106287,512.0,256.0,2.945736434108527,558.0,224.0,2.4910714285714284,2.540051020408163,2.0,2.4910714285714284,1.2375731468200684,True,tough_2008_26.txt,DLIS,tough,1560,26
76,12014,26270,551.6410256410256,220.0,2.483214769985593,384.0,256.0,2.4357798165137616,540.0,220.0,2.4545454545454546,2.5074592074592075,1.5,2.4545454545454546,1.2109050750732422,True,tough_2008_26.txt,JEROSLOW_WANG,tough,1560,26
76,12014,26270,551.6410256410256,220.0,2.483214769985593,384.0,256.0,2.4357798165137616,540.0,220.0,2.4545454545454546,2.5074592074592075,1.5,2.4545454545454546,1.291402816772461,True,tough_2008_26.txt,JEROSLOW_WANG_TWO_SIDED,tough,1560,26
12,12014,26270,725.5,253.0,2.866869604623261,705.0,256.0,2.945736434108527,725.0,253.0,2.8655480564929388,2.867588932806324,2.75390625,2.8656126482213438,0.9302423000335693,True,tough_2008_26.txt,DLIS_negated,tough,1560,26
60,12016,26272,380.97058823529414,163.58823529411765,2.3072802450378846,344.0,128.0,2.2222222222222223,372.0,165.0,2.277992277992278,2.3288385472851494,2.6875,2.2545454545454544,1.1134400367736816,True,tough_2708_26.txt,JEROSLOW_WANG,tough,1560,28
77,12016,26272,379.5,163.2,2.3086883514253294,320.0,148.0,2.3636363636363638,366.0,159.0,2.2895238095238097,2.325367647058824,2.1621621621621623,2.30188679245283,1.3550782203674316,True,tough_2708_26.txt,DLIS,tough,1560,28
60,12016,26272,380.97058823529414,163.58823529411765,2.3072802450378846,344.0,128.0,2.2222222222222223,372.0,165.0,2.277992277992278,2.3288385472851494,2.6875,2.2545454545454544,1.174898386001587,True,tough_2708_26.txt,JEROSLOW_WANG_TWO_SIDED,tough,1560,28
5,12016,26272,517.5,194.0,2.6672248803827747,504.0,190.0,2.6818181818181817,517.5,194.0,2.6672248803827747,2.667525773195876,2.6526315789473682,2.667525773195876,0.9841091632843018,True,tough_2708_26.txt,RANDOM,tough,1560,28
19,12016,26272,450.2,179.4,2.4948250528854317,483.0,192.0,2.542105263157895,477.5,189.0,2.5263717805151176,2.5094760312151614,2.515625,2.5264550264550265,1.0791592597961426,True,tough_2708_26.txt,DLCS,tough,1560,28
11,12016,26272,392.5,161.33333333333334,2.4201580816104467,354.0,198.0,2.3289473684210527,369.5,155.0,2.3837412587412588,2.4328512396694215,1.7878787878787878,2.3838709677419354,0.9348702430725098,True,tough_2708_26.txt,DLIS_negated,tough,1560,28
